,id_prenda,article_id,product_code,prod_name,product_group_name,detail_desc,texto_prenda,fit,estructura,volumen,sleeve,neckline,material,neckline_effects
7552,92,515241001,515241,Marissa,upper body,v neck jumper in a soft stocking stitched knit containing some wool with dropped shoulders long sleeves and slits in the sides longer at the back,beigesweater knitwear v neck jumper in a soft stocking stitched knit containing some wool with dropped shoulders long sleeves and slits in the sides longer at the back,regular,fluida,medio,larga,v,wool,alarga
7553,93,515241002,515241,Marissa,upper body,v neck jumper in a soft stocking stitched knit containing some wool with dropped shoulders long sleeves and slits in the sides longer at the back,redsweater knitwear v neck jumper in a soft stocking stitched knit containing some wool with dropped shoulders long sleeves and slits in the sides longer at the back,regular,fluida,medio,larga,v,wool,alarga
7556,94,515254002,515254,Teddy,upper body,fitted turtle neck jumper in a soft fine knit containing some wool with long sleeves and ribbing with press studs at the cuffs,bluesweater knitwear fitted turtle neck jumper in a soft fine knit containing some wool with long sleeves and ribbing with press studs at the cuffs,ajustado,fluida,bajo,larga,alto,wool,cerrado
7557,95,515254003,515254,Teddy,upper body,fitted turtle neck jumper in a soft fine knit containing some wool with long sleeves and ribbing with press studs at the cuffs,greysweater knitwear fitted turtle neck jumper in a soft fine knit containing some wool with long sleeves and ribbing with press studs at the cuffs,ajustado,fluida,bajo,larga,alto,wool,cerrado
7558,96,515262001,515262,Kokko,upper body,jumper in a soft rib knit wool blend with a turtle neck low dropped shoulders long sleeves and slits in the sides slightly longer at the back,blacksweater knitwear jumper in a soft rib knit wool blend with a turtle neck low dropped shoulders long sleeves and slits in the sides slightly longer at the back,regular,fluida,medio,larga,alto,wool,cerrado
7559,97,515265001,515265,Merlin,upper body,jumper in a soft fine knit with a stand up collar and long sleeves with a wide flounce at the cuffs,redsweater knitwear jumper in a soft fine knit with a stand up collar and long sleeves with a wide flounce at the cuffs,amplio,fluida,alto,larga,alto,knit,cerrado
7560,98,515265003,515265,Merlin,upper body,jumper in a soft fine knit with a stand up collar and long sleeves with a wide flounce at the cuffs,blacksweater knitwear jumper in a soft fine knit with a stand up collar and long sleeves with a wide flounce at the cuffs,amplio,fluida,alto,larga,alto,knit,cerrado
7638,99,516000001,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,whitet shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7639,100,516000002,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,blackt shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7640,101,516000008,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,redt shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7641,102,516000012,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,bluet shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7642,103,516000017,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,greyt shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7643,104,516000019,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,greent shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7644,105,516000020,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,whitet shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7645,106,516000024,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,bluet shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7646,107,516000030,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,pinkt shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7647,108,516000034,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,blackt shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7648,109,516000035,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,greyt shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7649,110,516000036,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,whitet shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7650,111,516000039,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,pinkt shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7651,112,516000043,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,khaki greent shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7652,113,516000044,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,bluet shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7653,114,516000056,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,bluet shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7654,115,516000061,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,greyt shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7655,116,516000070,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,khaki greent shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7656,117,516000071,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,redt shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7657,118,516000072,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,blackt shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7658,119,516000073,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,pinkt shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7659,120,516000074,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,bluet shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7660,121,516000075,516000,Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,greyt shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7661,122,516000086,516000,ESSENTIAL AGNES,upper body,fitted top in stretch jersey with a crew neck and long sleeves,whitet shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7662,123,516000087,516000,ESSENTIAL AGNES,upper body,fitted top in stretch jersey with a crew neck and long sleeves,blackt shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7663,124,516000088,516000,ES Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,pinkt shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7664,125,516000089,516000,ES Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,redt shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7665,126,516000090,516000,ESSENTIAL AGNES,upper body,fitted top in stretch jersey with a crew neck and long sleeves,bluet shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7666,127,516000091,516000,ES Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,beiget shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7667,128,516000092,516000,ES Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,greyt shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
7668,129,516000093,516000,ES Agnes LS R-neck,upper body,fitted top in stretch jersey with a crew neck and long sleeves,redt shirt jersey fancy fitted top in stretch jersey with a crew neck and long sleeves,ajustado,media,bajo,larga,redondo,knit,cerrado
