,id_prenda,article_id,product_code,prod_name,product_group_name,detail_desc,texto_prenda,fit,estructura,material,volumen,tiro,longitud
12043,98,551236001,551236,Isabel trousers,lower body,wide twill trousers in a wool blend with a high waist pleats at the top and wide gently tapered legs zip fly with a concealed hook and eye fastener side pockets and welt back pockets,blacktrousers trousers wide twill trousers in a wool blend with a high waist pleats at the top and wide gently tapered legs zip fly with a concealed hook and eye fastener side pockets and welt back pockets,amplio,recta,wool,alto,alto,unknown
12044,99,551236003,551236,Isabel trousers,lower body,wide twill trousers in a wool blend with a high waist pleats at the top and wide gently tapered legs zip fly with a concealed hook and eye fastener side pockets and welt back pockets,greentrousers trousers wide twill trousers in a wool blend with a high waist pleats at the top and wide gently tapered legs zip fly with a concealed hook and eye fastener side pockets and welt back pockets,amplio,recta,wool,alto,alto,unknown
12722,100,554558001,554558,Saige wide trousers,lower body,wide trousers in soft twill made from tencel lyocell with a high waist pleats and ties at the waist zip fly with two pairs of hooks and eyes side pockets and straight legs,beigetrousers trousers wide trousers in soft twill made from tencel lyocell with a high waist pleats and ties at the waist zip fly with two pairs of hooks and eyes side pockets and straight legs,amplio,recta,woven,alto,alto,unknown
12947,101,555435001,555435,Winnie PU,lower body,ankle long trousers in imitation leather with a regular waist zip fly with a hook and eye fastener and diagonal front pockets gently tapered legs with decorative seams down the front and at the knees,bluetrousers trousers ankle long trousers in imitation leather with a regular waist zip fly with a hook and eye fastener and diagonal front pockets gently tapered legs with decorative seams down the front and at the knees,regular,recta,leather,medio,medio,maxi
12948,102,555435002,555435,Winnie PU,lower body,ankle long trousers in imitation leather with a regular waist zip fly with a hook and eye fastener and diagonal front pockets gently tapered legs with decorative seams down the front and at the knees,blacktrousers trousers ankle long trousers in imitation leather with a regular waist zip fly with a hook and eye fastener and diagonal front pockets gently tapered legs with decorative seams down the front and at the knees,regular,recta,leather,medio,medio,maxi
13033,103,556137001,556137,Tove tregging.,lower body,treggings in stretch twill with a regular waist visible zip in one side and a fake welt back pocket,blacktrousers trousers treggings in stretch twill with a regular waist visible zip in one side and a fake welt back pocket,ajustado,entallado,woven,bajo,medio,unknown
13034,104,556137002,556137,Tove tregging.,lower body,treggings in stretch twill with a regular waist visible zip in one side and a fake welt back pocket,moletrousers trousers treggings in stretch twill with a regular waist visible zip in one side and a fake welt back pocket,ajustado,entallado,woven,bajo,medio,unknown
13035,105,556137003,556137,Tove tregging.,lower body,treggings in stretch twill with a regular waist visible zip in one side and a fake welt back pocket,redtrousers trousers treggings in stretch twill with a regular waist visible zip in one side and a fake welt back pocket,ajustado,entallado,woven,bajo,medio,unknown
13036,106,556137004,556137,Tove tregging.,lower body,treggings in stretch twill with a regular waist visible zip in one side and a fake welt back pocket,redtrousers trousers treggings in stretch twill with a regular waist visible zip in one side and a fake welt back pocket,ajustado,entallado,woven,bajo,medio,unknown
13051,107,556346001,556346,Spock playsuit,lower body,v neck playsuit in a glittery patterned viscose weave with concealed hook and eye fasteners at the top short sleeves with a frill that continues down the sides an elasticated seam with a drawstring and frill at the waist and short legs unlined,blackshorts trousers v neck playsuit in a glittery patterned viscose weave with concealed hook and eye fasteners at the top short sleeves with a frill that continues down the sides an elasticated seam with a drawstring and frill at the waist and short legs unlined,amplio,acampanado,sintetico,alto,unknown,mini
13065,108,556395001,556395,Vila trousers,lower body,trousers in an airy weave made from a premium cotton blend with a paper bag waist and drawstring zip fly hook and eye fastener side pockets fake back pockets and wide tapered legs,beigetrousers trousers trousers in an airy weave made from a premium cotton blend with a paper bag waist and drawstring zip fly hook and eye fastener side pockets fake back pockets and wide tapered legs,amplio,entallada,cotton,alto,alto,unknown
13146,109,556552001,556552,W Flora,lower body,short skirt in woven fabric containing glittery threads with a concealed zip in one side the skirt in flared to the hem with a thin ball chain trim at the hem lined,blackskirt skirts short skirt in woven fabric containing glittery threads with a concealed zip in one side the skirt in flared to the hem with a thin ball chain trim at the hem lined,amplio,acampanada,woven,alto,unknown,mini
13247,110,557193001,557193,Mimi Petite,lower body,5 pocket trousers in washed superstretch twill with a regular waist and slim legs,blacktrousers trousers 5 pocket trousers in washed superstretch twill with a regular waist and slim legs,ajustado,entallado,woven,bajo,medio,unknown
13522,111,558675001,558675,DT W Aggi,lower body,calf length flared skirt in a cotton weave with lacing at the front wide reinforced waist with support panels and pleats and a concealed zip at the back,beigeskirt skirts calf length flared skirt in a cotton weave with lacing at the front wide reinforced waist with support panels and pleats and a concealed zip at the back,amplio,acampanada,cotton,alto,unknown,cropped
13600,112,559008003,559008,Filippa wide trouser,lower body,ankle length trousers in a sturdy weave with a high waist pleats at the top a zip fly and two pairs of hook and eye fasteners detachable tie belt side pockets and straight wide legs,bluetrousers trousers ankle length trousers in a sturdy weave with a high waist pleats at the top a zip fly and two pairs of hook and eye fasteners detachable tie belt side pockets and straight wide legs,amplio,recta,unknown,alto,alto,cropped
13829,113,559995001,559995,Meela Skirt,lower body,calf length a line skirt in a soft fine knit with an elasticated waist unlined,redskirt knitwear calf length a line skirt in a soft fine knit with an elasticated waist unlined,amplio,fluida,knit,alto,alto,cropped
13830,114,559995002,559995,Meela Skirt,lower body,calf length a line skirt in a soft fine knit with an elasticated waist unlined,blackskirt knitwear calf length a line skirt in a soft fine knit with an elasticated waist unlined,amplio,fluida,knit,alto,alto,cropped
13831,115,559995004,559995,Meela Skirt set,lower body,calf length a line skirt in a soft fine knit with an elasticated waist unlined,khaki greenskirt knitwear calf length a line skirt in a soft fine knit with an elasticated waist unlined,amplio,fluida,knit,alto,alto,cropped
13832,116,559995005,559995,Meela Skirt set,lower body,calf length a line skirt in a soft fine knit with an elasticated waist unlined,blackskirt knitwear calf length a line skirt in a soft fine knit with an elasticated waist unlined,amplio,fluida,knit,alto,alto,cropped
14240,117,562245001,562245,Luna skinny RW,lower body,5 pocket jeans in washed superstretch denim with a regular waist zip fly and button and skinny legs,blacktrousers trousers 5 pocket jeans in washed superstretch denim with a regular waist zip fly and button and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
14241,118,562245004,562245,Luna skinny RW,lower body,5 pocket jeans in washed superstretch denim with a regular waist zip fly and button and skinny legs,bluetrousers trousers 5 pocket jeans in washed superstretch denim with a regular waist zip fly and button and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
14242,119,562245005,562245,Luna skinny 5 pkt,lower body,5 pocket jeans in washed superstretch denim with a regular waist zip fly and button and skinny legs,greytrousers trousers 5 pocket jeans in washed superstretch denim with a regular waist zip fly and button and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
14243,120,562245006,562245,Luna skinny 5 pkt,lower body,5 pocket jeans in washed superstretch denim with a regular waist zip fly and button and skinny legs,greytrousers trousers 5 pocket jeans in washed superstretch denim with a regular waist zip fly and button and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
14244,121,562245015,562245,Luna skinny 5 pkt,lower body,5 pocket jeans in washed superstretch denim with a regular waist zip fly and button and skinny legs,bluetrousers trousers 5 pocket jeans in washed superstretch denim with a regular waist zip fly and button and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
14245,122,562245017,562245,Luna skinny 5 pkt,lower body,5 pocket jeans in washed superstretch denim with a regular waist zip fly and button and skinny legs,blacktrousers trousers 5 pocket jeans in washed superstretch denim with a regular waist zip fly and button and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
14246,123,562245018,562245,Luna skinny RW,lower body,5 pocket jeans in washed superstretch denim with a regular waist zip fly and button and skinny legs,bluetrousers trousers 5 pocket jeans in washed superstretch denim with a regular waist zip fly and button and skinny legs,ajustado,entallado,denim,bajo,medio,unknown
