,article_id,fit_ajustado,fit_amplio,fit_regular,fit_unknown,material_corduroy,material_cotton,material_delicado,material_denim,material_knit,material_leather,material_linen,material_sintetico,material_tencel,material_unknown,material_wool,material_woven,volumen_alto,volumen_medio,volumen_unknown
72902,769447003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
73110,770658001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
73144,770768001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
73159,770828001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
73278,771338002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
73279,771338003,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
73280,771338004,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
73281,771338005,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
73338,771596001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
73342,771603001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
73360,771673002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
73457,771964001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
73458,771964002,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
73473,772003001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
73474,772003002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
73485,772010001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
73486,772010002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
73632,772659001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
73633,772659002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
73711,772909001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73717,772945001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
73722,772988001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
73797,773522001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
73942,774148001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
73943,774148003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
73944,774148004,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
73951,774167001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
73952,774167003,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
74063,774909001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
74082,774998001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
74186,775575002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
74329,776440001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
74472,777016001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
74473,777018001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74474,777018002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74475,777018003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74476,777019001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
74477,777020001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
74478,777020002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
74479,777021001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
74483,777031001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
74484,777031002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
74485,777033001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
74486,777033002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
74487,777036001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
74488,777036004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
74489,777038001,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74490,777038002,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74491,777038004,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74492,777038005,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74493,777040001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
74528,777099001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
74529,777099003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
74530,777099004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
74604,777504001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74605,777504002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74606,777504003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74607,777504004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74608,777504006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74733,778051001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
74734,778051002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
74735,778051003,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
74792,778239001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
74832,778472001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
74847,778522001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
74989,779333002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
74990,779333003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
74991,779333004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
75093,779781001,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
75094,779781002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
75095,779781003,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
75096,779781005,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
75097,779781006,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
75098,779781007,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
75099,779781008,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
75100,779781009,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
75101,779781012,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
75102,779781013,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
75103,779781015,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
75146,779924003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
75149,779945001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
75150,779945002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
75151,779945003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
75153,779951002,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
75173,780031001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75174,780031002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75175,780031003,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75176,780031004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75180,780045001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
75181,780045003,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
75277,780510001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
75278,780510003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
75279,780510004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
75377,781381003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75378,781381004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75384,781413001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
75537,781841001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
75726,782643001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75912,783346001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75913,783346003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75914,783346006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75915,783346008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75916,783346009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75917,783346011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75918,783346013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75919,783346015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75920,783346016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75921,783346017,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75922,783346018,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75923,783346020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75924,783346021,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75925,783346023,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75926,783346024,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75927,783346028,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75928,783346030,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75929,783346032,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76231,784187001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
76331,784427002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
76513,785226001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
76514,785226002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
76515,785226004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
76541,785416003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
76542,785416004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
76545,785444001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
76553,785465001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
76736,786197001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
76737,786197002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
76738,786197004,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
76739,786197005,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
76842,786764001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
76843,786791001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
76844,786791002,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77012,787559001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
77013,787559002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
77217,788383001,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
77377,789225001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
77378,789225002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
77560,790119001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
77583,790269001,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
77601,790368001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77602,790368002,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77603,790368004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77604,790368005,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77605,790368006,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77606,790368009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77607,790368010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77608,790368011,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
77609,790374001,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77756,791131001,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
77773,791224001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
77777,791293001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
77778,791293002,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
77779,791293003,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
77953,791733001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
77963,791787001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
77964,791787002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
77990,791915001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
78083,792312001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
78098,792401001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
78099,792401002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
78121,792480001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
78282,793356001,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
78417,793917001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
78428,794007001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78490,794282001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78517,794395001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
78518,794396001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
78519,794396003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
78964,796210001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78965,796210002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78966,796210004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78967,796210008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78968,796210010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
78969,796210012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79021,796374001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
79022,796374002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
79222,796841001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
79279,797072001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
79280,797072003,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
79478,797952001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
79479,797952002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
79509,798050001,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79510,798050002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79682,798773001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
79836,799365009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
79988,800387001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
79992,800390001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
80198,801274001,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
80199,801274002,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
80604,802559001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
80605,802559002,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
80606,802559004,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
80700,802991001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
80755,803250001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
80801,803399001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
80827,803547001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
80828,803547002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
80829,803547004,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
80830,803547007,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
80886,803646001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
80887,803647001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
80888,803647002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
80889,803647003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
80890,803647006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
80891,803647007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
80897,803680001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
80898,803680007,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
81015,804292001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
81016,804292003,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
81108,804682001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
81109,804682002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
81316,805323001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
81317,805323002,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
81318,805323003,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
81354,805389001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
81357,805406002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
81358,805406003,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
81359,805406004,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
81875,806527001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
81876,806527003,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
81877,806527004,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
81878,806527005,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
81879,806528001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
81880,806528003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
81881,806528004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
81882,806528005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
81883,806528007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
81884,806528009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
81895,806604001,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
82218,807748001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
82219,807748003,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
82221,807765002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
82222,807765003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
82225,807770001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
82226,807770002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
82227,807770004,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
82239,807792003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
82240,807792004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
82244,807801001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
82245,807801002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
82246,807801003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
82247,807806001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
82569,808954001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
82747,809795001,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
82748,809795002,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
82887,810493001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
82888,810493002,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
82901,810536001,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
83069,811184001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
83150,811388001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
83151,811388002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
83165,811399001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
83194,811450001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
83577,812531002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
83644,812818002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
83645,812818003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
83693,813016001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
83694,813016004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
83755,813263001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
83756,813265001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
84133,814649001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
84135,814651001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
84136,814652001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
84141,814666001,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
84145,814684001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
84146,814684002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
84147,814684003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
84251,814986001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
84252,814987001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
84253,814987002,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
84396,815537001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
84397,815537003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
84400,815542001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
84401,815542002,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
84414,815567001,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
84497,815902001,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
84498,815902004,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
84499,815902005,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
84597,816388001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
84622,816494001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84623,816494003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84632,816521001,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
84633,816521002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
84634,816521004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
84635,816521005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
84638,816563001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
84639,816563002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
84640,816563003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
84641,816563004,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
84642,816563005,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
84643,816563006,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
84644,816563007,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
84645,816563008,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
84646,816563009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
84858,817069001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
84859,817069002,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
84974,817401001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
84975,817401002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
84976,817401003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
84977,817401004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
84978,817401005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
84979,817401006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
84980,817401007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
84981,817416001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
84982,817416002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
84983,817416004,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
84984,817416005,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
84985,817417002,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
